name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Minneapolis, MN",12/9/2023,3.8,-3.2,1,0.9,-10.5,-3.8,-2.5,78,1.21,100,33.33,"rain,snow",0.2,0.1,58.8,32.8,289.5,1006.6,90.8,12,16,1.3,1,10,2023-12-09T07:39:19,2023-12-09T16:31:24,0.9,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/10/2023,-3.7,-4.8,-4.3,-4.1,-10.9,-7.9,-7.9,75.8,0.125,100,4.17,snow,0.2,0.4,50,26.3,319.6,1019.9,100,15.7,16.7,1.4,1,10,2023-12-10T07:40:14,2023-12-10T16:31:23,0.93,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/11/2023,0.9,-5.8,-3.2,-3.1,-10.3,-7,-6.8,76.8,0,0,0,,0,0.3,53.6,23.4,221.6,1018.9,74.8,14.9,37.5,3.3,3,10,2023-12-11T07:41:08,2023-12-11T16:31:25,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/12/2023,-1.6,-5.8,-4,-6.5,-12.7,-9.3,-10.9,59,0,0,0,,0,0.1,39.5,25.6,277.5,1028.6,18,16,85,7.5,4,10,2023-12-12T07:42:00,2023-12-12T16:31:30,0,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/13/2023,5.6,-3.9,0,4.2,-7.7,-2.9,-9.6,48.6,0,0,0,,0,0,22.3,16.5,231.8,1034.5,26.7,16,76.7,6.8,4,10,2023-12-13T07:42:50,2023-12-13T16:31:37,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/14/2023,11.1,-1.2,4.1,11.1,-5,1.6,-5,52,0,0,0,,0,0,33.5,16.6,202.6,1031.8,6.7,16,75.7,6.7,4,10,2023-12-14T07:43:38,2023-12-14T16:31:47,0.06,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/15/2023,6.2,3.2,4.5,5,0.8,3.1,-0.6,70.1,2.308,100,33.33,rain,0,0,24.1,10.5,117.4,1026.2,90.6,13.8,20.2,1.7,1,10,2023-12-15T07:44:24,2023-12-15T16:32:00,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/16/2023,4.9,2.1,3.6,4.9,-1.5,1.7,2,89.7,9.879,100,50,rain,0,0,20.5,14.5,44.3,1016.7,100,6.6,12.5,1,1,10,2023-12-16T07:45:07,2023-12-16T16:32:15,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/17/2023,3.4,-1.2,1.7,-0.2,-8.5,-2.8,-2,76.9,0,0,0,,0,0,68.9,35.8,290,1011.9,88.4,15.8,14.9,1.3,1,10,2023-12-17T07:45:49,2023-12-17T16:32:33,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/18/2023,-2.1,-8.5,-6.1,-6.8,-17.3,-12.4,-14.6,51.8,0,0,0,snow,0.5,0,70.2,41.1,319.3,1021.8,12.6,15.9,82.2,7.2,4,10,2023-12-18T07:46:28,2023-12-18T16:32:53,0.21,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/19/2023,2.9,-8.6,-1.9,1.8,-13.4,-5.4,-8.9,59.2,0,0,0,,0,0,47.5,21.2,173.8,1017.6,27.5,16,62.5,5.5,4,10,2023-12-19T07:47:05,2023-12-19T16:33:16,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/20/2023,5.4,-2.6,1,2.4,-5.2,-1.4,-6.1,60.4,0,0,0,,0,0,31.7,15.8,85.9,1024.5,15.4,16,75.3,6.6,4,10,2023-12-20T07:47:40,2023-12-20T16:33:42,0.28,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/21/2023,3.9,-0.3,2.1,0.5,-4.2,-1.6,-3.3,67.8,0,0,0,,0,0,35.3,19,127.1,1024.9,65.2,15.1,36.7,3.2,2,10,2023-12-21T07:48:12,2023-12-21T16:34:10,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/22/2023,5.9,2.8,4.2,5.9,-0.2,2.5,2.2,86.5,0.799,100,16.67,rain,0,0,16.6,12.2,121.8,1019.1,100,7.2,24.5,2.2,1,10,2023-12-22T07:48:42,2023-12-22T16:34:40,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/23/2023,8.3,4.7,6.7,6,3,4.6,4.9,88.5,0.115,100,4.17,rain,0,0,57.2,20.8,146.4,1017.2,100,7.8,18.8,1.6,1,10,2023-12-23T07:49:09,2023-12-23T16:35:13,0.38,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/24/2023,12.5,8.1,10.5,12.5,4.8,9.4,8.1,85.4,9.733,100,29.17,rain,0,0,63.2,32.3,148.8,1011.7,99.2,12.3,11.8,1.1,1,10,2023-12-24T07:49:34,2023-12-24T16:35:48,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/25/2023,12.1,5.9,9.2,12.1,4,8.6,7.9,91.3,21.062,100,83.33,rain,0,0,49.1,25.8,63.3,1008.9,100,8.9,9.5,0.8,1,10,2023-12-25T07:49:57,2023-12-25T16:36:26,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/26/2023,10.4,1.1,3.6,10.4,-2.5,1.5,0.5,80.3,9.86,100,45.83,"rain,snow",0,0,46.4,22,149.4,1011.3,100,12.5,16.3,1.5,1,10,2023-12-26T07:50:17,2023-12-26T16:37:06,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/27/2023,3.2,-2.1,0.7,3.2,-2.8,0.3,-3.3,75.1,0,0,0,,0,0,9.4,9.4,6.7,1018.8,70.4,15.7,32.8,2.8,2,10,2023-12-27T07:50:35,2023-12-27T16:37:48,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/28/2023,2,-3.2,0.1,-2,-4.5,-3.3,-2.4,83.1,0,0,0,,0,0,38.9,23,331.7,1019.7,75.5,14.8,23.3,2,1,10,2023-12-28T07:50:50,2023-12-28T16:38:33,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/29/2023,5.1,-4.1,-0.2,4,-7.1,-2,-3.5,79.7,0,0,0,,0,0,22.3,10.5,297.7,1015.2,14.2,15.8,81.9,7.1,4,10,2023-12-29T07:51:02,2023-12-29T16:39:20,0.59,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/30/2023,-0.8,-3.2,-1.9,-3.6,-9.1,-6.8,-4.2,84,0.283,100,8.33,snow,0.3,0.1,37.1,23.1,306.6,1011.5,66.2,12.9,5.9,0.6,0,10,2023-12-30T07:51:12,2023-12-30T16:40:09,0.62,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",12/31/2023,-1.3,-4.6,-3.1,-7,-9.6,-8.4,-6.8,75.6,0.279,100,12.5,"rain,snow",3.3,1.8,45.8,25.5,351.6,1022.1,99.8,13.6,31.1,2.6,2,10,2023-12-31T07:51:19,2023-12-31T16:41:00,0.65,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/1/2024,-4.1,-5.3,-4.9,-4.9,-10.4,-9.2,-7.9,79.6,0,0,0,snow,1,1.3,29.5,16.2,213,1025.2,81.9,15.9,25.7,2.2,1,10,2024-01-01T07:51:24,2024-01-01T16:41:53,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/2/2024,2.1,-3.7,-0.7,-1.8,-7.8,-4.7,-4.5,75.5,0,0,0,,0,0.8,29.5,19.4,284.2,1018.4,65.4,16,36.4,3.1,2,10,2024-01-02T07:51:26,2024-01-02T16:42:48,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/3/2024,0.7,-4,-1,-2.9,-9.1,-5.7,-6.5,66.4,0,0,0,,0,0.4,29.5,21.5,333,1021.6,100,16,16.8,1.3,1,10,2024-01-03T07:51:25,2024-01-03T16:43:45,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/4/2024,-2.8,-5.2,-4,-4.3,-9.2,-7.2,-9.7,64.7,0,0,0,,0,0.3,18.4,14.4,222.5,1026.9,100,15.9,17.5,1.4,1,10,2024-01-04T07:51:22,2024-01-04T16:44:43,0.78,Overcast,Cloudy skies throughout the day.,cloudy,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/5/2024,1.4,-2.5,-0.5,1,-6.7,-4.1,-4.2,76.8,0,0,0,,0,0.1,25.9,20.2,164.3,1018.2,87.2,14.1,35.6,3.3,2,10,2024-01-05T07:51:16,2024-01-05T16:45:44,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/6/2024,0,-2.1,-0.8,-0.4,-5.5,-3.4,-3.8,80.4,0.125,100,4.17,"rain,snow",0.3,0.1,18.4,13,179.3,1008.6,91.3,10.5,13.5,1.2,1,10,2024-01-06T07:51:08,2024-01-06T16:46:46,0.85,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/7/2024,-1.2,-4.7,-3.8,-1.2,-9.5,-7.5,-6.8,79.6,0.153,100,4.17,"rain,snow",1,0.1,18.4,16.2,308.1,1014.9,100,15,19.8,1.6,1,10,2024-01-07T07:50:57,2024-01-07T16:47:50,0.88,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/8/2024,-0.6,-4.6,-2.5,-3.9,-8.4,-5.8,-5.8,77.7,0.536,100,12.5,"rain,snow",0.3,0.3,27.7,16.5,87.4,1019.9,99.7,14.7,19.9,1.7,1,10,2024-01-08T07:50:43,2024-01-08T16:48:56,0.91,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/9/2024,-0.5,-3.2,-1.4,-4.2,-8.7,-6.4,-4.4,80.5,0,0,0,"rain,snow",0.8,0.8,43.2,26,358.7,1004.1,99.8,13.8,19,1.7,1,10,2024-01-09T07:50:27,2024-01-09T16:50:03,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/10/2024,-2.8,-5.4,-3.8,-2.8,-9.3,-6.9,-6.9,79.3,0.138,100,4.17,snow,0.5,0.7,18.4,17.6,246.8,999.4,99.7,13.6,34,3,2,10,2024-01-10T07:50:08,2024-01-10T16:51:12,0.98,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/11/2024,-3,-13.4,-8.6,-3,-20.7,-14.6,-13.6,67.3,0,0,0,snow,0.5,0.6,35.3,20.5,288.1,1010.8,60.3,15.7,74.5,6.5,4,10,2024-01-11T07:49:47,2024-01-11T16:52:22,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/12/2024,-9.9,-14.3,-12.1,-18.2,-23.5,-20.7,-16.8,68.1,0.597,100,16.67,snow,0.3,0.7,50.1,31,348.7,1011,80.3,13.4,38.6,3.3,2,10,2024-01-12T07:49:23,2024-01-12T16:53:34,0.04,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/13/2024,-10.9,-20.1,-15.1,-20.3,-31.9,-25.7,-19.6,68.4,0.153,100,4.17,snow,1.2,0.9,53,31.6,304.9,1012.4,99.9,11.3,39.8,3.5,2,10,2024-01-13T07:48:57,2024-01-13T16:54:46,0.08,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/14/2024,-17.1,-22.1,-20,-26.3,-34.4,-30.5,-25.6,61.3,0,0,0,,0,0.9,51.3,26,286.9,1022.2,64.4,16,84,7.2,4,10,2024-01-14T07:48:28,2024-01-14T16:56:00,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/15/2024,-16,-22.2,-19.5,-25.5,-31.8,-29.2,-25,62.1,0,0,0,snow,0.1,0.9,55.9,28.2,269.9,1023.7,23.4,15.7,95.4,8.3,4,10,2024-01-15T07:47:57,2024-01-15T16:57:16,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/16/2024,-13.4,-19.7,-16.6,-22,-30.8,-26.5,-23.6,55.6,0,0,0,,0,0.9,54.4,30.8,259.2,1014,38.2,15.5,93,8.2,4,10,2024-01-16T07:47:23,2024-01-16T16:58:32,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/17/2024,-11.2,-16.6,-13.9,-18.3,-24.5,-21.1,-20.1,59.7,0,0,0,,0,0.9,33.5,19.7,269.4,1012,40.6,16,78.3,6.7,4,10,2024-01-17T07:46:47,2024-01-17T16:59:49,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/18/2024,-12.4,-16.9,-14.7,-14,-25.5,-21.4,-20,64,0,0,0,,0,0.9,25.9,22.3,328.7,1022,49.7,16,46.4,4,2,10,2024-01-18T07:46:08,2024-01-18T17:01:07,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/19/2024,-14.1,-18.2,-16.4,-22.2,-26.4,-24.5,-21.9,62.9,0.125,100,4.17,snow,0,0.9,31.7,18.9,321.3,1032.3,54.1,15.2,65.5,5.7,3,10,2024-01-19T07:45:28,2024-01-19T17:02:26,0.29,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/20/2024,-11.8,-20.4,-16.6,-15.9,-27.6,-22.1,-22.3,61.8,0,0,0,,0,0.9,27.7,13.9,241.3,1037.2,5.3,15.9,99,8.6,4,10,2024-01-20T07:44:44,2024-01-20T17:03:46,0.32,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/21/2024,-5.4,-16.4,-9.8,-12.9,-24.8,-18.1,-16.7,57.4,0,0,0,,0,0.8,55.5,33.3,171.2,1023.6,46,16,67.2,5.8,3,10,2024-01-21T07:43:59,2024-01-21T17:05:07,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/22/2024,1,-8.2,-3.5,0.6,-14,-6.4,-8.6,68.2,0,0,0,,0,0.7,35.3,15.2,137.1,1018.3,55.2,15.9,64.1,5.4,5,10,2024-01-22T07:43:11,2024-01-22T17:06:29,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/23/2024,0.7,-2.2,-0.5,-2.2,-4.6,-3.4,-3.4,80.8,0,0,0,,0,0.4,20.5,14.3,109.5,1024.4,100,10.7,15.9,1.5,1,10,2024-01-23T07:42:21,2024-01-23T17:07:51,0.43,Overcast,Cloudy skies throughout the day.,cloudy,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/24/2024,2.4,-0.5,0.9,0.1,-4,-2,-0.8,88.5,0,0,0,,0,0.1,20.5,14.9,154.4,1020.3,100,6.9,24.1,2.1,1,10,2024-01-24T07:41:29,2024-01-24T17:09:14,0.47,Overcast,Cloudy skies throughout the day.,cloudy,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/25/2024,2.9,1.1,2,2.9,-1.3,1.4,1,93.4,0,0,0,,0,0,11.2,7.9,68.9,1018.9,100,3,17,1.4,1,10,2024-01-25T07:40:35,2024-01-25T17:10:37,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/26/2024,4.8,1.7,2.9,4.6,-0.5,1.8,1.4,90,0,0,0,,0,0,13,10.1,327.8,1022,100,9.3,28.4,2.4,1,10,2024-01-26T07:39:39,2024-01-26T17:12:01,0.53,Overcast,Cloudy skies throughout the day.,cloudy,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/27/2024,2.9,-0.5,0.8,1.1,-3.9,-1.9,-1.2,86.2,0,0,0,,0,0.1,18.4,13.7,296.6,1024.7,100,11.9,24.6,2.2,1,10,2024-01-27T07:38:40,2024-01-27T17:13:25,0.57,Overcast,Cloudy skies throughout the day.,cloudy,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/28/2024,0.7,-1.2,-0.5,0.7,-5.3,-2.4,-1.7,90.8,0,0,0,,0,0,16.6,13.7,235.6,1023.5,100,5.1,29.3,2.6,1,10,2024-01-28T07:37:40,2024-01-28T17:14:50,0.6,Overcast,Cloudy skies throughout the day.,cloudy,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/29/2024,8.8,-2.3,2.6,6,-5.2,-0.3,-0.6,80.8,0,0,0,,0,0,40.7,23.6,278.4,1016.1,43.3,11.6,98.5,8.5,5,10,2024-01-29T07:36:37,2024-01-29T17:16:15,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/30/2024,4.8,1,3.2,2.8,-2.6,-0.3,-1.2,73.2,0,0,0,,0,0,40.7,22.7,311.3,1017.2,86.8,15.9,35.7,3.1,2,10,2024-01-30T07:35:33,2024-01-30T17:17:40,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",1/31/2024,12,-0.6,4,12,-4.8,2,0.5,79.4,0,0,0,,0,0,24.1,15.5,211,1015,32.6,13.2,112.8,9.8,5,10,2024-01-31T07:34:27,2024-01-31T17:19:06,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",2/1/2024,9.8,-2.2,3.2,7.4,-3.1,1.3,-1.2,74.4,0,0,0,,0,0,35.3,18.3,49.6,1015.5,24.2,13,115.6,10.1,5,10,2024-02-01T07:33:19,2024-02-01T17:20:32,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",2/2/2024,4.8,-2.7,-0.3,1.5,-6,-3.6,-3.9,77,0,0,0,,0,0,27.7,20.5,109.9,1020.1,24.9,16,104.5,8.9,5,10,2024-02-02T07:32:09,2024-02-02T17:21:58,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",2/3/2024,2.7,-2.2,0.4,-0.2,-5.1,-3.1,-2.9,78.9,0,0,0,,0,0,31.7,20.5,121.6,1018.7,67.6,15,52.1,4.5,4,10,2024-02-03T07:30:57,2024-02-03T17:23:24,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",2/4/2024,10,-4.4,1.1,10,-6.5,0.4,-3.5,73.7,0,0,0,,0,0,14.8,10.9,3.4,1020.9,18,13.6,106.7,9.4,5,10,2024-02-04T07:29:43,2024-02-04T17:24:50,0.83,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",2/5/2024,8.9,-4.8,1.5,8.9,-5.6,1.2,-3.1,73.4,0,0,0,,0,0,13,8.3,293.2,1022,24,13,96.8,8.4,4,10,2024-02-05T07:28:28,2024-02-05T17:26:17,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",2/6/2024,12.7,-2.7,4.9,12.7,-5.8,3,-0.6,69.4,0,0,0,,0,0,29.5,18.9,170.1,1017.5,22.5,14.5,77.2,6.5,4,10,2024-02-06T07:27:11,2024-02-06T17:27:43,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",2/7/2024,10.5,4.4,7.2,10.5,0.9,4.4,-0.1,60.2,0,0,0,,0,0,63,31.7,145.8,1010.6,39.4,16,39.2,3.3,2,10,2024-02-07T07:25:52,2024-02-07T17:29:09,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",2/8/2024,11.1,2.9,6.6,11.1,-2.2,3,2.3,74.7,6.14,100,50,rain,0,0.1,63.1,31.9,183,997.2,99.1,14.7,29.4,2.6,3,10,2024-02-08T07:24:32,2024-02-08T17:30:36,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",2/9/2024,2.6,-3.2,-0.3,-2.8,-9.7,-6.3,-5.1,70.2,0,0,0,,0,0.1,56.7,28.1,274.7,1006.1,100,15.7,32.4,2.7,1,10,2024-02-09T07:23:11,2024-02-09T17:32:02,0,Overcast,Cloudy skies throughout the day.,cloudy,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",2/10/2024,0.4,-3.3,-1.5,-1,-9.6,-6.4,-7,66.3,0,0,0,,0,0,42.5,24.9,313.7,1018.5,93.6,16,40.6,3.5,2,10,2024-02-10T07:21:47,2024-02-10T17:33:28,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",2/11/2024,3.9,-2,0.5,0.4,-6.6,-3.1,-6.5,60.6,0,0,0,,0,0,35.3,24.2,243.2,1017.5,54.9,16,134.9,11.7,5,10,2024-02-11T07:20:23,2024-02-11T17:34:54,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",2/12/2024,5.4,-1.9,1.1,1.6,-5.6,-1.9,-4.6,67,0,0,0,,0,0,35.3,23,302.5,1013,25.3,16,137,11.8,5,10,2024-02-12T07:18:57,2024-02-12T17:36:20,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",2/13/2024,1.7,-1.6,0,1.5,-4.5,-2.1,-7.2,58.9,0,0,0,"rain,snow",0.3,0.1,16.6,10.9,24.8,1017.7,91.7,16,63.7,5.4,3,10,2024-02-13T07:17:29,2024-02-13T17:37:46,0.13,Overcast,Cloudy skies throughout the day.,cloudy,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",2/14/2024,5.1,-1.3,1,4.2,-6.3,-2,-4,70.7,4.465,100,29.17,"rain,snow",1.9,1.2,22.3,16.2,292.5,1018.9,82.9,11,71.4,6,5,10,2024-02-14T07:16:00,2024-02-14T17:39:12,0.16,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
"Minneapolis, MN",2/15/2024,-2.1,-8,-5.1,-7.5,-14.6,-11,-9.8,70,1.342,100,8.33,snow,2.7,4.5,33.5,21.6,298.3,1022.6,16.1,15.5,144,12.5,7,10,2024-02-15T07:14:30,2024-02-15T17:40:37,0.2,Snow,Clear conditions throughout the day with early morning snow.,snow,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
